name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
B'02-B'03	SEEG	µV	n/a	n/a	intracranial	B'	4096	EEG	n/a	good	n/a
B'03-B'04	SEEG	µV	n/a	n/a	intracranial	B'	4096	EEG	n/a	good	n/a
B'11-B'12	SEEG	µV	n/a	n/a	intracranial	B'	4096	EEG	n/a	good	n/a
A'01-A'02	SEEG	µV	n/a	n/a	intracranial	A'	4096	EEG	n/a	good	n/a
A'02-A'03	SEEG	µV	n/a	n/a	intracranial	A'	4096	EEG	n/a	good	n/a
A'03-A'04	SEEG	µV	n/a	n/a	intracranial	A'	4096	EEG	n/a	good	n/a
A'13-A'14	SEEG	µV	n/a	n/a	intracranial	A'	4096	EEG	n/a	good	n/a
I'01-I'02	SEEG	µV	n/a	n/a	intracranial	I'	4096	EEG	n/a	good	n/a
I'04-I'05	SEEG	µV	n/a	n/a	intracranial	I'	4096	EEG	n/a	good	n/a
I'07-I'08	SEEG	µV	n/a	n/a	intracranial	I'	4096	EEG	n/a	good	n/a
I'13-I'14	SEEG	µV	n/a	n/a	intracranial	I'	4096	EEG	n/a	good	n/a
H'01-H'02	SEEG	µV	n/a	n/a	intracranial	H'	4096	EEG	n/a	good	n/a
H'11-H'12	SEEG	µV	n/a	n/a	intracranial	H'	4096	EEG	n/a	good	n/a
O'01-O'02	SEEG	µV	n/a	n/a	intracranial	O'	4096	EEG	n/a	good	n/a
O'11-O'12	SEEG	µV	n/a	n/a	intracranial	O'	4096	EEG	n/a	good	n/a
M'14-M'15	SEEG	µV	n/a	n/a	intracranial	M'	4096	EEG	n/a	good	n/a
B01-B02	SEEG	µV	n/a	n/a	intracranial	B	4096	EEG	n/a	good	n/a
B05-B06	SEEG	µV	n/a	n/a	intracranial	B	4096	EEG	n/a	good	n/a
B11-B12	SEEG	µV	n/a	n/a	intracranial	B	4096	EEG	n/a	good	n/a
A01-A02	SEEG	µV	n/a	n/a	intracranial	A	4096	EEG	n/a	good	n/a
A02-A03	SEEG	µV	n/a	n/a	intracranial	A	4096	EEG	n/a	good	n/a
A03-A04	SEEG	µV	n/a	n/a	intracranial	A	4096	EEG	n/a	good	n/a
A11-A12	SEEG	µV	n/a	n/a	intracranial	A	4096	EEG	n/a	good	n/a
I01-I02	SEEG	µV	n/a	n/a	intracranial	I	4096	EEG	n/a	good	n/a
I02-I03	SEEG	µV	n/a	n/a	intracranial	I	4096	EEG	n/a	good	n/a
I03-I04	SEEG	µV	n/a	n/a	intracranial	I	4096	EEG	n/a	good	n/a
I12-I13	SEEG	µV	n/a	n/a	intracranial	I	4096	EEG	n/a	good	n/a
H13-H14	SEEG	µV	n/a	n/a	intracranial	H	4096	EEG	n/a	good	n/a
O01-O02	SEEG	µV	n/a	n/a	intracranial	O	4096	EEG	n/a	good	n/a
O11-O12	SEEG	µV	n/a	n/a	intracranial	O	4096	EEG	n/a	good	n/a
M14-M15	SEEG	µV	n/a	n/a	intracranial	M	4096	EEG	n/a	good	n/a
