name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
O01-O02	SEEG	µV	n/a	n/a	intracranial	O	4096	EEG	n/a	good	n/a
O04-O05	SEEG	µV	n/a	n/a	intracranial	O	4096	EEG	n/a	good	n/a
H01-H02	SEEG	µV	n/a	n/a	intracranial	H	4096	EEG	n/a	good	n/a
H07-H08	SEEG	µV	n/a	n/a	intracranial	H	4096	EEG	n/a	good	n/a
H10-H11	SEEG	µV	n/a	n/a	intracranial	H	4096	EEG	n/a	good	n/a
P01-P02	SEEG	µV	n/a	n/a	intracranial	P	4096	EEG	n/a	good	n/a
P06-P07	SEEG	µV	n/a	n/a	intracranial	P	4096	EEG	n/a	good	n/a
P10-P11	SEEG	µV	n/a	n/a	intracranial	P	4096	EEG	n/a	good	n/a
P11-P12	SEEG	µV	n/a	n/a	intracranial	P	4096	EEG	n/a	good	n/a
Q03-Q04	SEEG	µV	n/a	n/a	intracranial	Q	4096	EEG	n/a	good	n/a
Q06-Q07	SEEG	µV	n/a	n/a	intracranial	Q	4096	EEG	n/a	good	n/a
Q07-Q08	SEEG	µV	n/a	n/a	intracranial	Q	4096	EEG	n/a	good	n/a
Q08-Q09	SEEG	µV	n/a	n/a	intracranial	Q	4096	EEG	n/a	good	n/a
N01-N02	SEEG	µV	n/a	n/a	intracranial	N	4096	EEG	n/a	good	n/a
N05-N06	SEEG	µV	n/a	n/a	intracranial	N	4096	EEG	n/a	good	n/a
N06-N07	SEEG	µV	n/a	n/a	intracranial	N	4096	EEG	n/a	good	n/a
N07-N08	SEEG	µV	n/a	n/a	intracranial	N	4096	EEG	n/a	good	n/a
X02-X03	SEEG	µV	n/a	n/a	intracranial	X	4096	EEG	n/a	good	n/a
X09-X10	SEEG	µV	n/a	n/a	intracranial	X	4096	EEG	n/a	good	n/a
X10-X11	SEEG	µV	n/a	n/a	intracranial	X	4096	EEG	n/a	good	n/a
R02-R03	SEEG	µV	n/a	n/a	intracranial	R	4096	EEG	n/a	good	n/a
R03-R04	SEEG	µV	n/a	n/a	intracranial	R	4096	EEG	n/a	good	n/a
R04-R05	SEEG	µV	n/a	n/a	intracranial	R	4096	EEG	n/a	good	n/a
M02-M03	SEEG	µV	n/a	n/a	intracranial	M	4096	EEG	n/a	good	n/a
M03-M04	SEEG	µV	n/a	n/a	intracranial	M	4096	EEG	n/a	good	n/a
M08-M09	SEEG	µV	n/a	n/a	intracranial	M	4096	EEG	n/a	good	n/a
Z01-Z02	SEEG	µV	n/a	n/a	intracranial	Z	4096	EEG	n/a	good	n/a
Z08-Z09	SEEG	µV	n/a	n/a	intracranial	Z	4096	EEG	n/a	good	n/a
S05-S06	SEEG	µV	n/a	n/a	intracranial	S	4096	EEG	n/a	good	n/a
S06-S07	SEEG	µV	n/a	n/a	intracranial	S	4096	EEG	n/a	good	n/a
K03-K04	SEEG	µV	n/a	n/a	intracranial	K	4096	EEG	n/a	good	n/a
K08-K09	SEEG	µV	n/a	n/a	intracranial	K	4096	EEG	n/a	good	n/a
Y04-Y05	SEEG	µV	n/a	n/a	intracranial	Y	4096	EEG	n/a	good	n/a
Y12-Y13	SEEG	µV	n/a	n/a	intracranial	Y	4096	EEG	n/a	good	n/a
L05-L06	SEEG	µV	n/a	n/a	intracranial	L	4096	EEG	n/a	good	n/a
A11-A12	SEEG	µV	n/a	n/a	intracranial	A	4096	EEG	n/a	good	n/a
B08-B09	SEEG	µV	n/a	n/a	intracranial	B	4096	EEG	n/a	good	n/a
