name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
L01-L02	SEEG	µV	n/a	n/a	intracranial	L	512	SEEG	n/a	good	n/a
L02-L03	SEEG	µV	n/a	n/a	intracranial	L	512	SEEG	n/a	good	n/a
L03-L04	SEEG	µV	n/a	n/a	intracranial	L	512	SEEG	n/a	good	n/a
L04-L05	SEEG	µV	n/a	n/a	intracranial	L	512	SEEG	n/a	good	n/a
L05-L06	SEEG	µV	n/a	n/a	intracranial	L	512	SEEG	n/a	good	n/a
L06-L07	SEEG	µV	n/a	n/a	intracranial	L	512	SEEG	n/a	good	n/a
L07-L08	SEEG	µV	n/a	n/a	intracranial	L	512	SEEG	n/a	good	n/a
K01-K02	SEEG	µV	n/a	n/a	intracranial	K	512	SEEG	n/a	good	n/a
K02-K03	SEEG	µV	n/a	n/a	intracranial	K	512	SEEG	n/a	good	n/a
K03-K04	SEEG	µV	n/a	n/a	intracranial	K	512	SEEG	n/a	good	n/a
K04-K05	SEEG	µV	n/a	n/a	intracranial	K	512	SEEG	n/a	good	n/a
K05-K06	SEEG	µV	n/a	n/a	intracranial	K	512	SEEG	n/a	good	n/a
K06-K07	SEEG	µV	n/a	n/a	intracranial	K	512	SEEG	n/a	good	n/a
Q01-Q02	SEEG	µV	n/a	n/a	intracranial	Q	512	SEEG	n/a	good	n/a
Q02-Q03	SEEG	µV	n/a	n/a	intracranial	Q	512	SEEG	n/a	good	n/a
Q03-Q04	SEEG	µV	n/a	n/a	intracranial	Q	512	SEEG	n/a	good	n/a
Q04-Q05	SEEG	µV	n/a	n/a	intracranial	Q	512	SEEG	n/a	good	n/a
Q05-Q06	SEEG	µV	n/a	n/a	intracranial	Q	512	SEEG	n/a	good	n/a
Q09-Q10	SEEG	µV	n/a	n/a	intracranial	Q	512	SEEG	n/a	good	n/a
Q10-Q11	SEEG	µV	n/a	n/a	intracranial	Q	512	SEEG	n/a	good	n/a
N01-N02	SEEG	µV	n/a	n/a	intracranial	N	512	SEEG	n/a	good	n/a
N02-N03	SEEG	µV	n/a	n/a	intracranial	N	512	SEEG	n/a	good	n/a
N03-N04	SEEG	µV	n/a	n/a	intracranial	N	512	SEEG	n/a	good	n/a
N04-N05	SEEG	µV	n/a	n/a	intracranial	N	512	SEEG	n/a	good	n/a
N05-N06	SEEG	µV	n/a	n/a	intracranial	N	512	SEEG	n/a	good	n/a
N06-N07	SEEG	µV	n/a	n/a	intracranial	N	512	SEEG	n/a	good	n/a
N07-N08	SEEG	µV	n/a	n/a	intracranial	N	512	SEEG	n/a	good	n/a
R04-R05	SEEG	µV	n/a	n/a	intracranial	R	512	SEEG	n/a	good	n/a
R05-R06	SEEG	µV	n/a	n/a	intracranial	R	512	SEEG	n/a	good	n/a
R06-R07	SEEG	µV	n/a	n/a	intracranial	R	512	SEEG	n/a	good	n/a
R07-R08	SEEG	µV	n/a	n/a	intracranial	R	512	SEEG	n/a	good	n/a
R08-R09	SEEG	µV	n/a	n/a	intracranial	R	512	SEEG	n/a	good	n/a
O01-O02	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O02-O03	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O05-O06	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O06-O07	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O07-O08	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O08-O09	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O09-O10	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O10-O11	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O11-O12	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O12-O13	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O13-O14	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
