name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
R'04-R'05	SEEG	µV	n/a	n/a	intracranial	R'	4096	SEEG	n/a	good	n/a
R'05-R'06	SEEG	µV	n/a	n/a	intracranial	R'	4096	SEEG	n/a	good	n/a
R'06-R'07	SEEG	µV	n/a	n/a	intracranial	R'	4096	SEEG	n/a	good	n/a
R'07-R'08	SEEG	µV	n/a	n/a	intracranial	R'	4096	SEEG	n/a	good	n/a
R'08-R'09	SEEG	µV	n/a	n/a	intracranial	R'	4096	SEEG	n/a	good	n/a
R'09-R'10	SEEG	µV	n/a	n/a	intracranial	R'	4096	SEEG	n/a	good	n/a
Z'01-Z'02	SEEG	µV	n/a	n/a	intracranial	Z'	4096	SEEG	n/a	good	n/a
Z'02-Z'03	SEEG	µV	n/a	n/a	intracranial	Z'	4096	SEEG	n/a	good	n/a
Z'03-Z'04	SEEG	µV	n/a	n/a	intracranial	Z'	4096	SEEG	n/a	good	n/a
Z'04-Z'05	SEEG	µV	n/a	n/a	intracranial	Z'	4096	SEEG	n/a	good	n/a
Z'05-Z'06	SEEG	µV	n/a	n/a	intracranial	Z'	4096	SEEG	n/a	good	n/a
Z'06-Z'07	SEEG	µV	n/a	n/a	intracranial	Z'	4096	SEEG	n/a	good	n/a
Z'11-Z'12	SEEG	µV	n/a	n/a	intracranial	Z'	4096	SEEG	n/a	good	n/a
Z'12-Z'13	SEEG	µV	n/a	n/a	intracranial	Z'	4096	SEEG	n/a	good	n/a
Z'13-Z'14	SEEG	µV	n/a	n/a	intracranial	Z'	4096	SEEG	n/a	good	n/a
Z'14-Z'15	SEEG	µV	n/a	n/a	intracranial	Z'	4096	SEEG	n/a	good	n/a
Z'15-Z'16	SEEG	µV	n/a	n/a	intracranial	Z'	4096	SEEG	n/a	good	n/a
Z'16-Z'17	SEEG	µV	n/a	n/a	intracranial	Z'	4096	SEEG	n/a	good	n/a
Z'17-Z'18	SEEG	µV	n/a	n/a	intracranial	Z'	4096	SEEG	n/a	good	n/a
Y'02-Y'03	SEEG	µV	n/a	n/a	intracranial	Y'	4096	SEEG	n/a	good	n/a
Y'03-Y'04	SEEG	µV	n/a	n/a	intracranial	Y'	4096	SEEG	n/a	good	n/a
Y'04-Y'05	SEEG	µV	n/a	n/a	intracranial	Y'	4096	SEEG	n/a	good	n/a
Y'05-Y'06	SEEG	µV	n/a	n/a	intracranial	Y'	4096	SEEG	n/a	good	n/a
Y'06-Y'07	SEEG	µV	n/a	n/a	intracranial	Y'	4096	SEEG	n/a	good	n/a
Y'07-Y'08	SEEG	µV	n/a	n/a	intracranial	Y'	4096	SEEG	n/a	good	n/a
Y'08-Y'09	SEEG	µV	n/a	n/a	intracranial	Y'	4096	SEEG	n/a	good	n/a
Y'09-Y'10	SEEG	µV	n/a	n/a	intracranial	Y'	4096	SEEG	n/a	good	n/a
Y'13-Y'14	SEEG	µV	n/a	n/a	intracranial	Y'	4096	SEEG	n/a	good	n/a
Y'14-Y'15	SEEG	µV	n/a	n/a	intracranial	Y'	4096	SEEG	n/a	good	n/a
Y'15-Y'16	SEEG	µV	n/a	n/a	intracranial	Y'	4096	SEEG	n/a	good	n/a
Y'16-Y'17	SEEG	µV	n/a	n/a	intracranial	Y'	4096	SEEG	n/a	good	n/a
Y'17-Y'18	SEEG	µV	n/a	n/a	intracranial	Y'	4096	SEEG	n/a	good	n/a
V'01-V'02	SEEG	µV	n/a	n/a	intracranial	V'	4096	SEEG	n/a	good	n/a
V'02-V'03	SEEG	µV	n/a	n/a	intracranial	V'	4096	SEEG	n/a	good	n/a
V'10-V'11	SEEG	µV	n/a	n/a	intracranial	V'	4096	SEEG	n/a	good	n/a
V'11-V'12	SEEG	µV	n/a	n/a	intracranial	V'	4096	SEEG	n/a	good	n/a
U'01-U'02	SEEG	µV	n/a	n/a	intracranial	U'	4096	SEEG	n/a	good	n/a
U'02-U'03	SEEG	µV	n/a	n/a	intracranial	U'	4096	SEEG	n/a	good	n/a
U'03-U'04	SEEG	µV	n/a	n/a	intracranial	U'	4096	SEEG	n/a	good	n/a
U'04-U'05	SEEG	µV	n/a	n/a	intracranial	U'	4096	SEEG	n/a	good	n/a
U'05-U'06	SEEG	µV	n/a	n/a	intracranial	U'	4096	SEEG	n/a	good	n/a
U'06-U'07	SEEG	µV	n/a	n/a	intracranial	U'	4096	SEEG	n/a	good	n/a
U'07-U'08	SEEG	µV	n/a	n/a	intracranial	U'	4096	SEEG	n/a	good	n/a
U'08-U'09	SEEG	µV	n/a	n/a	intracranial	U'	4096	SEEG	n/a	good	n/a
T'01-T'02	SEEG	µV	n/a	n/a	intracranial	T'	4096	SEEG	n/a	good	n/a
T'02-T'03	SEEG	µV	n/a	n/a	intracranial	T'	4096	SEEG	n/a	good	n/a
T'03-T'04	SEEG	µV	n/a	n/a	intracranial	T'	4096	SEEG	n/a	good	n/a
T'04-T'05	SEEG	µV	n/a	n/a	intracranial	T'	4096	SEEG	n/a	good	n/a
T'05-T'06	SEEG	µV	n/a	n/a	intracranial	T'	4096	SEEG	n/a	good	n/a
T'10-T'11	SEEG	µV	n/a	n/a	intracranial	T'	4096	SEEG	n/a	good	n/a
A'01-A'02	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'07-A'08	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'08-A'09	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'09-A'10	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'10-A'11	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'11-A'12	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'12-A'13	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'13-A'14	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'14-A'15	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
B'01-B'02	SEEG	µV	n/a	n/a	intracranial	B'	4096	SEEG	n/a	good	n/a
B'09-B'10	SEEG	µV	n/a	n/a	intracranial	B'	4096	SEEG	n/a	good	n/a
B'10-B'11	SEEG	µV	n/a	n/a	intracranial	B'	4096	SEEG	n/a	good	n/a
B'11-B'12	SEEG	µV	n/a	n/a	intracranial	B'	4096	SEEG	n/a	good	n/a
B'12-B'13	SEEG	µV	n/a	n/a	intracranial	B'	4096	SEEG	n/a	good	n/a
B'13-B'14	SEEG	µV	n/a	n/a	intracranial	B'	4096	SEEG	n/a	good	n/a
B'14-B'15	SEEG	µV	n/a	n/a	intracranial	B'	4096	SEEG	n/a	good	n/a
Q'01-Q'02	SEEG	µV	n/a	n/a	intracranial	Q'	4096	SEEG	n/a	good	n/a
Q'02-Q'03	SEEG	µV	n/a	n/a	intracranial	Q'	4096	SEEG	n/a	good	n/a
Q'07-Q'08	SEEG	µV	n/a	n/a	intracranial	Q'	4096	SEEG	n/a	good	n/a
