name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
P'01-P'02	SEEG	µV	n/a	n/a	intracranial	P'	4096	EEG	n/a	good	n/a
P'04-P'05	SEEG	µV	n/a	n/a	intracranial	P'	4096	EEG	n/a	good	n/a
P'08-P'09	SEEG	µV	n/a	n/a	intracranial	P'	4096	EEG	n/a	good	n/a
P'09-P'10	SEEG	µV	n/a	n/a	intracranial	P'	4096	EEG	n/a	good	n/a
P'10-P'11	SEEG	µV	n/a	n/a	intracranial	P'	4096	EEG	n/a	good	n/a
F'02-F'03	SEEG	µV	n/a	n/a	intracranial	F'	4096	EEG	n/a	good	n/a
F'03-F'04	SEEG	µV	n/a	n/a	intracranial	F'	4096	EEG	n/a	good	n/a
H'01-H'02	SEEG	µV	n/a	n/a	intracranial	H'	4096	EEG	n/a	good	n/a
H'02-H'03	SEEG	µV	n/a	n/a	intracranial	H'	4096	EEG	n/a	good	n/a
H'03-H'04	SEEG	µV	n/a	n/a	intracranial	H'	4096	EEG	n/a	good	n/a
H'10-H'11	SEEG	µV	n/a	n/a	intracranial	H'	4096	EEG	n/a	good	n/a
H'13-H'14	SEEG	µV	n/a	n/a	intracranial	H'	4096	EEG	n/a	good	n/a
O'01-O'02	SEEG	µV	n/a	n/a	intracranial	O'	4096	EEG	n/a	good	n/a
O'05-O'06	SEEG	µV	n/a	n/a	intracranial	O'	4096	EEG	n/a	good	n/a
X'01-X'02	SEEG	µV	n/a	n/a	intracranial	X'	4096	EEG	n/a	good	n/a
X'05-X'06	SEEG	µV	n/a	n/a	intracranial	X'	4096	EEG	n/a	good	n/a
Y'01-Y'02	SEEG	µV	n/a	n/a	intracranial	Y'	4096	EEG	n/a	good	n/a
Y'09-Y'10	SEEG	µV	n/a	n/a	intracranial	Y'	4096	EEG	n/a	good	n/a
K'01-K'02	SEEG	µV	n/a	n/a	intracranial	K'	4096	EEG	n/a	good	n/a
K'06-K'07	SEEG	µV	n/a	n/a	intracranial	K'	4096	EEG	n/a	good	n/a
K'09-K'10	SEEG	µV	n/a	n/a	intracranial	K'	4096	EEG	n/a	good	n/a
Z'02-Z'03	SEEG	µV	n/a	n/a	intracranial	Z'	4096	EEG	n/a	good	n/a
G'01-G'02	SEEG	µV	n/a	n/a	intracranial	G'	4096	EEG	n/a	good	n/a
F'07-F'08	SEEG	µV	n/a	n/a	intracranial	F'	4096	EEG	n/a	good	n/a
F'08-F'09	SEEG	µV	n/a	n/a	intracranial	F'	4096	EEG	n/a	good	n/a
O'12-O'13	SEEG	µV	n/a	n/a	intracranial	O'	4096	EEG	n/a	good	n/a
X'08-X'09	SEEG	µV	n/a	n/a	intracranial	X'	4096	EEG	n/a	good	n/a
Z'09-Z'10	SEEG	µV	n/a	n/a	intracranial	Z'	4096	EEG	n/a	good	n/a
Q'07-Q'08	SEEG	µV	n/a	n/a	intracranial	Q'	4096	EEG	n/a	good	n/a
R'04-R'05	SEEG	µV	n/a	n/a	intracranial	R'	4096	EEG	n/a	good	n/a
I'02-I'03	SEEG	µV	n/a	n/a	intracranial	I'	4096	EEG	n/a	good	n/a
I'10-I'11	SEEG	µV	n/a	n/a	intracranial	I'	4096	EEG	n/a	good	n/a
P07-P08	SEEG	µV	n/a	n/a	intracranial	P	4096	EEG	n/a	good	n/a
P12-P13	SEEG	µV	n/a	n/a	intracranial	P	4096	EEG	n/a	good	n/a
