name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
H07-H08	SEEG	µV	n/a	n/a	intracranial	H	4096	EEG	n/a	good	n/a
Q01-Q02	SEEG	µV	n/a	n/a	intracranial	Q	4096	EEG	n/a	good	n/a
Q04-Q05	SEEG	µV	n/a	n/a	intracranial	Q	4096	EEG	n/a	good	n/a
Q07-Q08	SEEG	µV	n/a	n/a	intracranial	Q	4096	EEG	n/a	good	n/a
R03-R04	SEEG	µV	n/a	n/a	intracranial	R	4096	EEG	n/a	good	n/a
R04-R05	SEEG	µV	n/a	n/a	intracranial	R	4096	EEG	n/a	good	n/a
R05-R06	SEEG	µV	n/a	n/a	intracranial	R	4096	EEG	n/a	good	n/a
R08-R09	SEEG	µV	n/a	n/a	intracranial	R	4096	EEG	n/a	good	n/a
K05-K06	SEEG	µV	n/a	n/a	intracranial	K	4096	EEG	n/a	good	n/a
K06-K07	SEEG	µV	n/a	n/a	intracranial	K	4096	EEG	n/a	good	n/a
I02-I03	SEEG	µV	n/a	n/a	intracranial	I	4096	EEG	n/a	good	n/a
I03-I04	SEEG	µV	n/a	n/a	intracranial	I	4096	EEG	n/a	good	n/a
I07-I08	SEEG	µV	n/a	n/a	intracranial	I	4096	EEG	n/a	good	n/a
I08-I09	SEEG	µV	n/a	n/a	intracranial	I	4096	EEG	n/a	good	n/a
I09-I10	SEEG	µV	n/a	n/a	intracranial	I	4096	EEG	n/a	good	n/a
I12-I13	SEEG	µV	n/a	n/a	intracranial	I	4096	EEG	n/a	good	n/a
I16-I17	SEEG	µV	n/a	n/a	intracranial	I	4096	EEG	n/a	good	n/a
M02-M03	SEEG	µV	n/a	n/a	intracranial	M	4096	EEG	n/a	good	n/a
M05-M06	SEEG	µV	n/a	n/a	intracranial	M	4096	EEG	n/a	good	n/a
M07-M08	SEEG	µV	n/a	n/a	intracranial	M	4096	EEG	n/a	good	n/a
M08-M09	SEEG	µV	n/a	n/a	intracranial	M	4096	EEG	n/a	good	n/a
M09-M10	SEEG	µV	n/a	n/a	intracranial	M	4096	EEG	n/a	good	n/a
Y02-Y03	SEEG	µV	n/a	n/a	intracranial	Y	4096	EEG	n/a	good	n/a
Y10-Y11	SEEG	µV	n/a	n/a	intracranial	Y	4096	EEG	n/a	good	n/a
N01-N02	SEEG	µV	n/a	n/a	intracranial	N	4096	EEG	n/a	good	n/a
N11-N12	SEEG	µV	n/a	n/a	intracranial	N	4096	EEG	n/a	good	n/a
X01-X02	SEEG	µV	n/a	n/a	intracranial	X	4096	EEG	n/a	good	n/a
X04-X05	SEEG	µV	n/a	n/a	intracranial	X	4096	EEG	n/a	good	n/a
X11-X12	SEEG	µV	n/a	n/a	intracranial	X	4096	EEG	n/a	good	n/a
T04-T05	SEEG	µV	n/a	n/a	intracranial	T	4096	EEG	n/a	good	n/a
T05-T06	SEEG	µV	n/a	n/a	intracranial	T	4096	EEG	n/a	good	n/a
T06-T07	SEEG	µV	n/a	n/a	intracranial	T	4096	EEG	n/a	good	n/a
T08-T09	SEEG	µV	n/a	n/a	intracranial	T	4096	EEG	n/a	good	n/a
P09-P10	SEEG	µV	n/a	n/a	intracranial	P	4096	EEG	n/a	good	n/a
Z01-Z02	SEEG	µV	n/a	n/a	intracranial	Z	4096	EEG	n/a	good	n/a
