name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
Q01-Q02	SEEG	µV	n/a	n/a	intracranial	Q	4096	EEG	n/a	good	n/a
Q05-Q06	SEEG	µV	n/a	n/a	intracranial	Q	4096	EEG	n/a	good	n/a
Q08-Q09	SEEG	µV	n/a	n/a	intracranial	Q	4096	EEG	n/a	good	n/a
X01-X02	SEEG	µV	n/a	n/a	intracranial	X	4096	EEG	n/a	good	n/a
X07-X08	SEEG	µV	n/a	n/a	intracranial	X	4096	EEG	n/a	good	n/a
X08-X09	SEEG	µV	n/a	n/a	intracranial	X	4096	EEG	n/a	good	n/a
X09-X10	SEEG	µV	n/a	n/a	intracranial	X	4096	EEG	n/a	good	n/a
Y01-Y02	SEEG	µV	n/a	n/a	intracranial	Y	4096	EEG	n/a	good	n/a
Y04-Y05	SEEG	µV	n/a	n/a	intracranial	Y	4096	EEG	n/a	good	n/a
Y05-Y06	SEEG	µV	n/a	n/a	intracranial	Y	4096	EEG	n/a	good	n/a
Y06-Y07	SEEG	µV	n/a	n/a	intracranial	Y	4096	EEG	n/a	good	n/a
Y07-Y08	SEEG	µV	n/a	n/a	intracranial	Y	4096	EEG	n/a	good	n/a
Z01-Z02	SEEG	µV	n/a	n/a	intracranial	Z	4096	EEG	n/a	good	n/a
Z02-Z03	SEEG	µV	n/a	n/a	intracranial	Z	4096	EEG	n/a	good	n/a
Z07-Z08	SEEG	µV	n/a	n/a	intracranial	Z	4096	EEG	n/a	good	n/a
Z08-Z09	SEEG	µV	n/a	n/a	intracranial	Z	4096	EEG	n/a	good	n/a
M01-M02	SEEG	µV	n/a	n/a	intracranial	M	4096	EEG	n/a	good	n/a
M02-M03	SEEG	µV	n/a	n/a	intracranial	M	4096	EEG	n/a	good	n/a
M03-M04	SEEG	µV	n/a	n/a	intracranial	M	4096	EEG	n/a	good	n/a
M04-M05	SEEG	µV	n/a	n/a	intracranial	M	4096	EEG	n/a	good	n/a
M05-M06	SEEG	µV	n/a	n/a	intracranial	M	4096	EEG	n/a	good	n/a
M06-M07	SEEG	µV	n/a	n/a	intracranial	M	4096	EEG	n/a	good	n/a
K01-K02	SEEG	µV	n/a	n/a	intracranial	K	4096	EEG	n/a	good	n/a
K02-K03	SEEG	µV	n/a	n/a	intracranial	K	4096	EEG	n/a	good	n/a
K03-K04	SEEG	µV	n/a	n/a	intracranial	K	4096	EEG	n/a	good	n/a
K05-K06	SEEG	µV	n/a	n/a	intracranial	K	4096	EEG	n/a	good	n/a
K06-K07	SEEG	µV	n/a	n/a	intracranial	K	4096	EEG	n/a	good	n/a
K07-K08	SEEG	µV	n/a	n/a	intracranial	K	4096	EEG	n/a	good	n/a
K08-K09	SEEG	µV	n/a	n/a	intracranial	K	4096	EEG	n/a	good	n/a
N01-N02	SEEG	µV	n/a	n/a	intracranial	N	4096	EEG	n/a	good	n/a
N05-N06	SEEG	µV	n/a	n/a	intracranial	N	4096	EEG	n/a	good	n/a
N13-N14	SEEG	µV	n/a	n/a	intracranial	N	4096	EEG	n/a	good	n/a
O01-O02	SEEG	µV	n/a	n/a	intracranial	O	4096	EEG	n/a	good	n/a
O06-O07	SEEG	µV	n/a	n/a	intracranial	O	4096	EEG	n/a	good	n/a
O11-O12	SEEG	µV	n/a	n/a	intracranial	O	4096	EEG	n/a	good	n/a
R01-R02	SEEG	µV	n/a	n/a	intracranial	R	4096	EEG	n/a	good	n/a
R06-R07	SEEG	µV	n/a	n/a	intracranial	R	4096	EEG	n/a	good	n/a
