name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
G'01-G'02	SEEG	µV	n/a	n/a	intracranial	G'	4096	SEEG	n/a	good	n/a
G'02-G'03	SEEG	µV	n/a	n/a	intracranial	G'	4096	SEEG	n/a	good	n/a
G'03-G'04	SEEG	µV	n/a	n/a	intracranial	G'	4096	SEEG	n/a	good	n/a
G'04-G'05	SEEG	µV	n/a	n/a	intracranial	G'	4096	SEEG	n/a	good	n/a
G'05-G'06	SEEG	µV	n/a	n/a	intracranial	G'	4096	SEEG	n/a	good	n/a
G'06-G'07	SEEG	µV	n/a	n/a	intracranial	G'	4096	SEEG	n/a	good	n/a
G'07-G'08	SEEG	µV	n/a	n/a	intracranial	G'	4096	SEEG	n/a	good	n/a
G'08-G'09	SEEG	µV	n/a	n/a	intracranial	G'	4096	SEEG	n/a	good	n/a
G'09-G'10	SEEG	µV	n/a	n/a	intracranial	G'	4096	SEEG	n/a	good	n/a
G'10-G'11	SEEG	µV	n/a	n/a	intracranial	G'	4096	SEEG	n/a	good	n/a
G'11-G'12	SEEG	µV	n/a	n/a	intracranial	G'	4096	SEEG	n/a	good	n/a
G'12-G'13	SEEG	µV	n/a	n/a	intracranial	G'	4096	SEEG	n/a	good	n/a
G'13-G'14	SEEG	µV	n/a	n/a	intracranial	G'	4096	SEEG	n/a	good	n/a
G'14-G'15	SEEG	µV	n/a	n/a	intracranial	G'	4096	SEEG	n/a	good	n/a
G'15-G'16	SEEG	µV	n/a	n/a	intracranial	G'	4096	SEEG	n/a	good	n/a
G'16-G'17	SEEG	µV	n/a	n/a	intracranial	G'	4096	SEEG	n/a	good	n/a
M'07-M'08	SEEG	µV	n/a	n/a	intracranial	M'	4096	SEEG	n/a	good	n/a
N'04-N'05	SEEG	µV	n/a	n/a	intracranial	N'	4096	SEEG	n/a	good	n/a
N'05-N'06	SEEG	µV	n/a	n/a	intracranial	N'	4096	SEEG	n/a	good	n/a
N'06-N'07	SEEG	µV	n/a	n/a	intracranial	N'	4096	SEEG	n/a	good	n/a
N'08-N'09	SEEG	µV	n/a	n/a	intracranial	N'	4096	SEEG	n/a	good	n/a
N'11-N'12	SEEG	µV	n/a	n/a	intracranial	N'	4096	SEEG	n/a	good	n/a
N'12-N'13	SEEG	µV	n/a	n/a	intracranial	N'	4096	SEEG	n/a	good	n/a
N'13-N'14	SEEG	µV	n/a	n/a	intracranial	N'	4096	SEEG	n/a	good	n/a
N'15-N'16	SEEG	µV	n/a	n/a	intracranial	N'	4096	SEEG	n/a	good	n/a
J'01-J'02	SEEG	µV	n/a	n/a	intracranial	J'	4096	SEEG	n/a	good	n/a
J'02-J'03	SEEG	µV	n/a	n/a	intracranial	J'	4096	SEEG	n/a	good	n/a
J'05-J'06	SEEG	µV	n/a	n/a	intracranial	J'	4096	SEEG	n/a	good	n/a
J'06-J'07	SEEG	µV	n/a	n/a	intracranial	J'	4096	SEEG	n/a	good	n/a
J'07-J'08	SEEG	µV	n/a	n/a	intracranial	J'	4096	SEEG	n/a	good	n/a
E'05-E'06	SEEG	µV	n/a	n/a	intracranial	E'	4096	SEEG	n/a	good	n/a
E'06-E'07	SEEG	µV	n/a	n/a	intracranial	E'	4096	SEEG	n/a	good	n/a
H'01-H'02	SEEG	µV	n/a	n/a	intracranial	H'	4096	SEEG	n/a	good	n/a
H'02-H'03	SEEG	µV	n/a	n/a	intracranial	H'	4096	SEEG	n/a	good	n/a
H'05-H'06	SEEG	µV	n/a	n/a	intracranial	H'	4096	SEEG	n/a	good	n/a
H'09-H'10	SEEG	µV	n/a	n/a	intracranial	H'	4096	SEEG	n/a	good	n/a
H'10-H'11	SEEG	µV	n/a	n/a	intracranial	H'	4096	SEEG	n/a	good	n/a
P'05-P'06	SEEG	µV	n/a	n/a	intracranial	P'	4096	SEEG	n/a	good	n/a
P'06-P'07	SEEG	µV	n/a	n/a	intracranial	P'	4096	SEEG	n/a	good	n/a
P'07-P'08	SEEG	µV	n/a	n/a	intracranial	P'	4096	SEEG	n/a	good	n/a
P'08-P'09	SEEG	µV	n/a	n/a	intracranial	P'	4096	SEEG	n/a	good	n/a
S'06-S'07	SEEG	µV	n/a	n/a	intracranial	S'	4096	SEEG	n/a	good	n/a
S'07-S'08	SEEG	µV	n/a	n/a	intracranial	S'	4096	SEEG	n/a	good	n/a
S'08-S'09	SEEG	µV	n/a	n/a	intracranial	S'	4096	SEEG	n/a	good	n/a
S'09-S'10	SEEG	µV	n/a	n/a	intracranial	S'	4096	SEEG	n/a	good	n/a
D'01-D'02	SEEG	µV	n/a	n/a	intracranial	D'	4096	SEEG	n/a	good	n/a
D'08-D'09	SEEG	µV	n/a	n/a	intracranial	D'	4096	SEEG	n/a	good	n/a
D'09-D'10	SEEG	µV	n/a	n/a	intracranial	D'	4096	SEEG	n/a	good	n/a
D'10-D'11	SEEG	µV	n/a	n/a	intracranial	D'	4096	SEEG	n/a	good	n/a
D'11-D'12	SEEG	µV	n/a	n/a	intracranial	D'	4096	SEEG	n/a	good	n/a
D'12-D'13	SEEG	µV	n/a	n/a	intracranial	D'	4096	SEEG	n/a	good	n/a
D'13-D'14	SEEG	µV	n/a	n/a	intracranial	D'	4096	SEEG	n/a	good	n/a
V'01-V'02	SEEG	µV	n/a	n/a	intracranial	V'	4096	SEEG	n/a	good	n/a
V'02-V'03	SEEG	µV	n/a	n/a	intracranial	V'	4096	SEEG	n/a	good	n/a
V'03-V'04	SEEG	µV	n/a	n/a	intracranial	V'	4096	SEEG	n/a	good	n/a
V'09-V'10	SEEG	µV	n/a	n/a	intracranial	V'	4096	SEEG	n/a	good	n/a
V'10-V'11	SEEG	µV	n/a	n/a	intracranial	V'	4096	SEEG	n/a	good	n/a
V'11-V'12	SEEG	µV	n/a	n/a	intracranial	V'	4096	SEEG	n/a	good	n/a
I'05-I'06	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
I'06-I'07	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
I'07-I'08	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
I'08-I'09	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
I'09-I'10	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
