name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
P01-P02	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P02-P03	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P03-P04	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P04-P05	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P05-P06	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P06-P07	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P07-P08	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P08-P09	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P09-P10	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P10-P11	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P11-P12	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P12-P13	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P13-P14	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P14-P15	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
A01-A02	SEEG	µV	n/a	n/a	intracranial	A	512	SEEG	n/a	good	n/a
A02-A03	SEEG	µV	n/a	n/a	intracranial	A	512	SEEG	n/a	good	n/a
A03-A04	SEEG	µV	n/a	n/a	intracranial	A	512	SEEG	n/a	good	n/a
A04-A05	SEEG	µV	n/a	n/a	intracranial	A	512	SEEG	n/a	good	n/a
A05-A06	SEEG	µV	n/a	n/a	intracranial	A	512	SEEG	n/a	good	n/a
A06-A07	SEEG	µV	n/a	n/a	intracranial	A	512	SEEG	n/a	good	n/a
A07-A08	SEEG	µV	n/a	n/a	intracranial	A	512	SEEG	n/a	good	n/a
A08-A09	SEEG	µV	n/a	n/a	intracranial	A	512	SEEG	n/a	good	n/a
A09-A10	SEEG	µV	n/a	n/a	intracranial	A	512	SEEG	n/a	good	n/a
A10-A11	SEEG	µV	n/a	n/a	intracranial	A	512	SEEG	n/a	good	n/a
A11-A12	SEEG	µV	n/a	n/a	intracranial	A	512	SEEG	n/a	good	n/a
B01-B02	SEEG	µV	n/a	n/a	intracranial	B	512	SEEG	n/a	good	n/a
B02-B03	SEEG	µV	n/a	n/a	intracranial	B	512	SEEG	n/a	good	n/a
B03-B04	SEEG	µV	n/a	n/a	intracranial	B	512	SEEG	n/a	good	n/a
B04-B05	SEEG	µV	n/a	n/a	intracranial	B	512	SEEG	n/a	good	n/a
B05-B06	SEEG	µV	n/a	n/a	intracranial	B	512	SEEG	n/a	good	n/a
B06-B07	SEEG	µV	n/a	n/a	intracranial	B	512	SEEG	n/a	good	n/a
B07-B08	SEEG	µV	n/a	n/a	intracranial	B	512	SEEG	n/a	good	n/a
B08-B09	SEEG	µV	n/a	n/a	intracranial	B	512	SEEG	n/a	good	n/a
B09-B10	SEEG	µV	n/a	n/a	intracranial	B	512	SEEG	n/a	good	n/a
B10-B11	SEEG	µV	n/a	n/a	intracranial	B	512	SEEG	n/a	good	n/a
B11-B12	SEEG	µV	n/a	n/a	intracranial	B	512	SEEG	n/a	good	n/a
C01-C02	SEEG	µV	n/a	n/a	intracranial	C	512	SEEG	n/a	good	n/a
C02-C03	SEEG	µV	n/a	n/a	intracranial	C	512	SEEG	n/a	good	n/a
C03-C04	SEEG	µV	n/a	n/a	intracranial	C	512	SEEG	n/a	good	n/a
C04-C05	SEEG	µV	n/a	n/a	intracranial	C	512	SEEG	n/a	good	n/a
C05-C06	SEEG	µV	n/a	n/a	intracranial	C	512	SEEG	n/a	good	n/a
C06-C07	SEEG	µV	n/a	n/a	intracranial	C	512	SEEG	n/a	good	n/a
C07-C08	SEEG	µV	n/a	n/a	intracranial	C	512	SEEG	n/a	good	n/a
C08-C09	SEEG	µV	n/a	n/a	intracranial	C	512	SEEG	n/a	good	n/a
C09-C10	SEEG	µV	n/a	n/a	intracranial	C	512	SEEG	n/a	good	n/a
C10-C11	SEEG	µV	n/a	n/a	intracranial	C	512	SEEG	n/a	good	n/a
C11-C12	SEEG	µV	n/a	n/a	intracranial	C	512	SEEG	n/a	good	n/a
D01-D02	SEEG	µV	n/a	n/a	intracranial	D	512	SEEG	n/a	good	n/a
D02-D03	SEEG	µV	n/a	n/a	intracranial	D	512	SEEG	n/a	good	n/a
D03-D04	SEEG	µV	n/a	n/a	intracranial	D	512	SEEG	n/a	good	n/a
D04-D05	SEEG	µV	n/a	n/a	intracranial	D	512	SEEG	n/a	good	n/a
D05-D06	SEEG	µV	n/a	n/a	intracranial	D	512	SEEG	n/a	good	n/a
D06-D07	SEEG	µV	n/a	n/a	intracranial	D	512	SEEG	n/a	good	n/a
D07-D08	SEEG	µV	n/a	n/a	intracranial	D	512	SEEG	n/a	good	n/a
D08-D09	SEEG	µV	n/a	n/a	intracranial	D	512	SEEG	n/a	good	n/a
D09-D10	SEEG	µV	n/a	n/a	intracranial	D	512	SEEG	n/a	good	n/a
D10-D11	SEEG	µV	n/a	n/a	intracranial	D	512	SEEG	n/a	good	n/a
D11-D12	SEEG	µV	n/a	n/a	intracranial	D	512	SEEG	n/a	good	n/a
E01-E02	SEEG	µV	n/a	n/a	intracranial	E	512	SEEG	n/a	good	n/a
E02-E03	SEEG	µV	n/a	n/a	intracranial	E	512	SEEG	n/a	good	n/a
E03-E04	SEEG	µV	n/a	n/a	intracranial	E	512	SEEG	n/a	good	n/a
E04-E05	SEEG	µV	n/a	n/a	intracranial	E	512	SEEG	n/a	good	n/a
E05-E06	SEEG	µV	n/a	n/a	intracranial	E	512	SEEG	n/a	good	n/a
E06-E07	SEEG	µV	n/a	n/a	intracranial	E	512	SEEG	n/a	good	n/a
E07-E08	SEEG	µV	n/a	n/a	intracranial	E	512	SEEG	n/a	good	n/a
E08-E09	SEEG	µV	n/a	n/a	intracranial	E	512	SEEG	n/a	good	n/a
E09-E10	SEEG	µV	n/a	n/a	intracranial	E	512	SEEG	n/a	good	n/a
E10-E11	SEEG	µV	n/a	n/a	intracranial	E	512	SEEG	n/a	good	n/a
T01-T02	SEEG	µV	n/a	n/a	intracranial	T	512	SEEG	n/a	good	n/a
T02-T03	SEEG	µV	n/a	n/a	intracranial	T	512	SEEG	n/a	good	n/a
T03-T04	SEEG	µV	n/a	n/a	intracranial	T	512	SEEG	n/a	good	n/a
T04-T05	SEEG	µV	n/a	n/a	intracranial	T	512	SEEG	n/a	good	n/a
T05-T06	SEEG	µV	n/a	n/a	intracranial	T	512	SEEG	n/a	good	n/a
T06-T07	SEEG	µV	n/a	n/a	intracranial	T	512	SEEG	n/a	good	n/a
T07-T08	SEEG	µV	n/a	n/a	intracranial	T	512	SEEG	n/a	good	n/a
H01-H02	SEEG	µV	n/a	n/a	intracranial	H	512	SEEG	n/a	good	n/a
H02-H03	SEEG	µV	n/a	n/a	intracranial	H	512	SEEG	n/a	good	n/a
H03-H04	SEEG	µV	n/a	n/a	intracranial	H	512	SEEG	n/a	good	n/a
H04-H05	SEEG	µV	n/a	n/a	intracranial	H	512	SEEG	n/a	good	n/a
H05-H06	SEEG	µV	n/a	n/a	intracranial	H	512	SEEG	n/a	good	n/a
H06-H07	SEEG	µV	n/a	n/a	intracranial	H	512	SEEG	n/a	good	n/a
V01-V02	SEEG	µV	n/a	n/a	intracranial	V	512	SEEG	n/a	good	n/a
V02-V03	SEEG	µV	n/a	n/a	intracranial	V	512	SEEG	n/a	good	n/a
V03-V04	SEEG	µV	n/a	n/a	intracranial	V	512	SEEG	n/a	good	n/a
V04-V05	SEEG	µV	n/a	n/a	intracranial	V	512	SEEG	n/a	good	n/a
V05-V06	SEEG	µV	n/a	n/a	intracranial	V	512	SEEG	n/a	good	n/a
V06-V07	SEEG	µV	n/a	n/a	intracranial	V	512	SEEG	n/a	good	n/a
V07-V08	SEEG	µV	n/a	n/a	intracranial	V	512	SEEG	n/a	good	n/a
V08-V09	SEEG	µV	n/a	n/a	intracranial	V	512	SEEG	n/a	good	n/a
V09-V10	SEEG	µV	n/a	n/a	intracranial	V	512	SEEG	n/a	good	n/a
V10-V11	SEEG	µV	n/a	n/a	intracranial	V	512	SEEG	n/a	good	n/a
V11-V12	SEEG	µV	n/a	n/a	intracranial	V	512	SEEG	n/a	good	n/a
V12-V13	SEEG	µV	n/a	n/a	intracranial	V	512	SEEG	n/a	good	n/a
V13-V14	SEEG	µV	n/a	n/a	intracranial	V	512	SEEG	n/a	good	n/a
V14-V15	SEEG	µV	n/a	n/a	intracranial	V	512	SEEG	n/a	good	n/a
X01-X02	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X02-X03	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X03-X04	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X04-X05	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X05-X06	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X06-X07	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X07-X08	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X08-X09	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X09-X10	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X10-X11	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X11-X12	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X12-X13	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X13-X14	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X14-X15	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X15-X16	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X16-X17	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X17-X18	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
O01-O02	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O02-O03	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O03-O04	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O04-O05	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O05-O06	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
