name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
O01-O02	SEEG	µV	n/a	n/a	intracranial	O	4096	EEG	n/a	good	n/a
O04-O05	SEEG	µV	n/a	n/a	intracranial	O	4096	EEG	n/a	good	n/a
O08-O09	SEEG	µV	n/a	n/a	intracranial	O	4096	EEG	n/a	good	n/a
V01-V02	SEEG	µV	n/a	n/a	intracranial	V	4096	EEG	n/a	good	n/a
V10-V11	SEEG	µV	n/a	n/a	intracranial	V	4096	EEG	n/a	good	n/a
W01-W02	SEEG	µV	n/a	n/a	intracranial	W	4096	EEG	n/a	good	n/a
W10-W11	SEEG	µV	n/a	n/a	intracranial	W	4096	EEG	n/a	good	n/a
Z01-Z02	SEEG	µV	n/a	n/a	intracranial	Z	4096	EEG	n/a	good	n/a
Z02-Z03	SEEG	µV	n/a	n/a	intracranial	Z	4096	EEG	n/a	good	n/a
Z03-Z04	SEEG	µV	n/a	n/a	intracranial	Z	4096	EEG	n/a	good	n/a
Z07-Z08	SEEG	µV	n/a	n/a	intracranial	Z	4096	EEG	n/a	good	n/a
Z10-Z11	SEEG	µV	n/a	n/a	intracranial	Z	4096	EEG	n/a	good	n/a
P01-P02	SEEG	µV	n/a	n/a	intracranial	P	4096	EEG	n/a	good	n/a
P02-P03	SEEG	µV	n/a	n/a	intracranial	P	4096	EEG	n/a	good	n/a
P03-P04	SEEG	µV	n/a	n/a	intracranial	P	4096	EEG	n/a	good	n/a
P04-P05	SEEG	µV	n/a	n/a	intracranial	P	4096	EEG	n/a	good	n/a
P08-P09	SEEG	µV	n/a	n/a	intracranial	P	4096	EEG	n/a	good	n/a
Y03-Y04	SEEG	µV	n/a	n/a	intracranial	Y	4096	EEG	n/a	good	n/a
Y11-Y12	SEEG	µV	n/a	n/a	intracranial	Y	4096	EEG	n/a	good	n/a
R02-R03	SEEG	µV	n/a	n/a	intracranial	R	4096	EEG	n/a	good	n/a
S08-S09	SEEG	µV	n/a	n/a	intracranial	S	4096	EEG	n/a	good	n/a
T01-T02	SEEG	µV	n/a	n/a	intracranial	T	4096	EEG	n/a	good	n/a
T05-T06	SEEG	µV	n/a	n/a	intracranial	T	4096	EEG	n/a	good	n/a
U07-U08	SEEG	µV	n/a	n/a	intracranial	U	4096	EEG	n/a	good	n/a
B01-B02	SEEG	µV	n/a	n/a	intracranial	B	4096	EEG	n/a	good	n/a
B02-B03	SEEG	µV	n/a	n/a	intracranial	B	4096	EEG	n/a	good	n/a
B03-B04	SEEG	µV	n/a	n/a	intracranial	B	4096	EEG	n/a	good	n/a
B06-B07	SEEG	µV	n/a	n/a	intracranial	B	4096	EEG	n/a	good	n/a
B11-B12	SEEG	µV	n/a	n/a	intracranial	B	4096	EEG	n/a	good	n/a
C01-C02	SEEG	µV	n/a	n/a	intracranial	C	4096	EEG	n/a	good	n/a
C05-C06	SEEG	µV	n/a	n/a	intracranial	C	4096	EEG	n/a	good	n/a
S'03-S'04	SEEG	µV	n/a	n/a	intracranial	S'	4096	EEG	n/a	good	n/a
P'01-P'02	SEEG	µV	n/a	n/a	intracranial	P'	4096	EEG	n/a	good	n/a
P'12-P'13	SEEG	µV	n/a	n/a	intracranial	P'	4096	EEG	n/a	good	n/a
P'13-P'14	SEEG	µV	n/a	n/a	intracranial	P'	4096	EEG	n/a	good	n/a
