name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
P'01-P'02	SEEG	µV	n/a	n/a	intracranial	P'	4096	EEG	n/a	good	n/a
P'06-P'07	SEEG	µV	n/a	n/a	intracranial	P'	4096	EEG	n/a	good	n/a
O'01-O'02	SEEG	µV	n/a	n/a	intracranial	O'	4096	EEG	n/a	good	n/a
O'05-O'06	SEEG	µV	n/a	n/a	intracranial	O'	4096	EEG	n/a	good	n/a
O'13-O'14	SEEG	µV	n/a	n/a	intracranial	O'	4096	EEG	n/a	good	n/a
H'01-H'02	SEEG	µV	n/a	n/a	intracranial	H'	4096	EEG	n/a	good	n/a
H'10-H'11	SEEG	µV	n/a	n/a	intracranial	H'	4096	EEG	n/a	good	n/a
H'11-H'12	SEEG	µV	n/a	n/a	intracranial	H'	4096	EEG	n/a	good	n/a
X'01-X'02	SEEG	µV	n/a	n/a	intracranial	X'	4096	EEG	n/a	good	n/a
X'09-X'10	SEEG	µV	n/a	n/a	intracranial	X'	4096	EEG	n/a	good	n/a
Y'01-Y'02	SEEG	µV	n/a	n/a	intracranial	Y'	4096	EEG	n/a	good	n/a
Y'05-Y'06	SEEG	µV	n/a	n/a	intracranial	Y'	4096	EEG	n/a	good	n/a
Y'09-Y'10	SEEG	µV	n/a	n/a	intracranial	Y'	4096	EEG	n/a	good	n/a
Y'10-Y'11	SEEG	µV	n/a	n/a	intracranial	Y'	4096	EEG	n/a	good	n/a
K'01-K'02	SEEG	µV	n/a	n/a	intracranial	K'	4096	EEG	n/a	good	n/a
K'04-K'05	SEEG	µV	n/a	n/a	intracranial	K'	4096	EEG	n/a	good	n/a
K'10-K'11	SEEG	µV	n/a	n/a	intracranial	K'	4096	EEG	n/a	good	n/a
G'07-G'08	SEEG	µV	n/a	n/a	intracranial	G'	4096	EEG	n/a	good	n/a
G'11-G'12	SEEG	µV	n/a	n/a	intracranial	G'	4096	EEG	n/a	good	n/a
M'01-M'02	SEEG	µV	n/a	n/a	intracranial	M'	4096	EEG	n/a	good	n/a
M'09-M'10	SEEG	µV	n/a	n/a	intracranial	M'	4096	EEG	n/a	good	n/a
N'01-N'02	SEEG	µV	n/a	n/a	intracranial	N'	4096	EEG	n/a	good	n/a
N'09-N'10	SEEG	µV	n/a	n/a	intracranial	N'	4096	EEG	n/a	good	n/a
Q'01-Q'02	SEEG	µV	n/a	n/a	intracranial	Q'	4096	EEG	n/a	good	n/a
Q'06-Q'07	SEEG	µV	n/a	n/a	intracranial	Q'	4096	EEG	n/a	good	n/a
R'01-R'02	SEEG	µV	n/a	n/a	intracranial	R'	4096	EEG	n/a	good	n/a
R'07-R'08	SEEG	µV	n/a	n/a	intracranial	R'	4096	EEG	n/a	good	n/a
S'01-S'02	SEEG	µV	n/a	n/a	intracranial	S'	4096	EEG	n/a	good	n/a
S'08-S'09	SEEG	µV	n/a	n/a	intracranial	S'	4096	EEG	n/a	good	n/a
I'02-I'03	SEEG	µV	n/a	n/a	intracranial	I'	4096	EEG	n/a	good	n/a
I'09-I'10	SEEG	µV	n/a	n/a	intracranial	I'	4096	EEG	n/a	good	n/a
M02-M03	SEEG	µV	n/a	n/a	intracranial	M	4096	EEG	n/a	good	n/a
G01-G02	SEEG	µV	n/a	n/a	intracranial	G	4096	EEG	n/a	good	n/a
